citekey,title,year,generation,entry_type,first_author,doi,completeness,in_degree,out_degree,is_ghost
tomtov2003,Increase of skull size in the red fox (vulpes vulpes) and eurasian badger (meles meles) in denmark during the twentieth century: an effect of improved diet?,2003,F2,article,Tom-Tov Y.,,0.917,1,0,False
neer2014,More evidence for cat taming at the Predynastic elite cemetery of Hierakonpolis (Upper Egypt),2014,F2,article,Neer W. V.,10.1016/j.jas.2014.02.014,0.917,1,0,False
vigne2015,Early Domestication and Farming: What Should We Know or Do for a Better Understanding?,2015,F2,article,Vigne J.-D,10.5252/az2015n2a5,1.0,1,0,False
vigne2004,"Von den driesch, a., 1976. a guide to the measurement of animal bones from archaeological sites",2004,F2,article,Vigne J.-D,10.1126/science.1095335,1.0,1,0,False
zohary1991,The Role of Unconscious Selection in the Domestication of Sheep and Goats,1991,F2,article,Zohary D.,10.1111/j.1469-7998.1998.tb00082.x,1.0,1,0,False
andersen2003,Ribe gråbrødrekloster-det sidste kapitel,2003,F2,article,Andersen L. M.,,0.833,1,0,False
andrews1997,Excavations at Hamwic 2: Excavations at Six Dials,1997,F2,article,Andrews P.,,0.75,2,0,False
samling1985,,1985,F2,misc,Samling Antikvariske,,0.5,1,0,False
auch2012,"Janów Pomorski, stan. 1. Wyniki ratowniczych badań archeologicznych w latach 2007-2008. Tom I:2: Od późnego okresu wędrówek ludów do nowożytności",2012,F2,book,Auch Michał,,0.889,3,0,False
barrett2007,The Pirate Fishermen: The Political Economy of a Medieval Maritime Society,2007,F2,article,Barrett James H.,10.2307/jj.35529264.17,0.917,9,0,False
becker1979,Viking Age Settlements in Western and Central Jutland. Recent Excavations. Introductory Remarks,1979,F2,article,Becker Cornelia,,0.833,1,0,False
bencard1973,Ribes vikingetid. Mark og Montre,1973,F2,book,Bencard M.,,0.667,1,0,False
bencard1974,Ribes Aeldste Udvikling,1974,F2,article,Bencard M.,,0.833,1,0,False
bencard1979,,1979,F2,misc,Bencard M.,,0.5,1,0,False
bencard1970,Excavation and Stratigraphy,1970,F2,book,Bencard M.,,0.889,2,0,False
benderjorgensen1991,Textiles and Textile Implements,1991,F2,book,Bender Jørgensen L.,,0.778,1,0,False
benderjorgensen2004,Clay Daub,2004,F2,book,Bender Jørgensen L.,,0.889,1,0,False
blackmore2001,Pottery: Trade and Tradition,2001,F2,incollection,Blackmore L.,,0.917,1,0,False
bult1988,De ogravingscampagne in de Vroeg-Middeleeuwse nederzetting op de Woerd bij Walkenburg (Z.H.) in 1987 en 1988,1988,F2,incollection,Bult E. J.,,0.917,1,0,False
callmer1981,"Production Site and Market Area. Meddelanden Lunds universitets historiska museum, new. ser",1981,F2,article,Callmer Johan ;,,0.667,3,0,False
callmer1984,Aspects on Production and Style: An Essay with Reference to the Merovingian and Early Viking Period Material of Scandinavia,1984,F2,article,Callmer Johan ;,,0.833,7,0,False
capelle1980,"Timpe eds. Untersuchungen zu Handel und Verkehr der vor-und frühgeschichtlichen Zeit in Mittel-und Nordeuropa, IV: Der Handel der Karolinger-und Wikingerzeit. Bericht über die Kolloquien der Kommission für die Altertumskunde Mittel-und Nordeuropas in den Jahren",1980,F2,article,Capelle Torsten,,0.833,1,0,False
croix2014b,Houses and Households in Viking Age Scandinavia-Some Case Studies,2014,F2,incollection,Croix Sarah,,0.833,1,0,False
demannd,Que sait-on de la plage de Dombourg?,1899,F2,article,De Man M. G. A.,,0.833,1,0,False
ennen1972,Die europäische Stadt des Mittelalters,1972,F2,book,Ennen E.,,0.889,1,0,False
feveile2010,Mayen Lava Quern Stones from the Ribe Excavations 1970-1976,2010,F2,incollection,Feveile Claus,,0.917,2,0,False
feveile1998,Produktion af drejet keramik i ribeområdet i sen yngre germansk jernalder. proveniensbestemmelse ved hjaelp af magnetisk susceptibilitet og termoluminescens,1998,F2,book,Feveile Claus,,0.667,1,0,False
frandsen1986,Hvor lå Ribe i Vikingetiden?,1986,F2,article,Frandsen Lene B.,10.7146/kuml.v34i34.109806,0.778,1,0,False
frandsen1987,"Pre-Viking and Early Viking Age Ribe. Excavations at Nicolajgade 8, 1985-1986",1987,F2,article,Frandsen Lene B.,,0.833,2,0,False
frandsen1988,The Dating of Ribe's Earliest Culture Layers,1988,F2,article,Frandsen Lene B.,10.1080/0108464x.1988.10590010,1.0,3,0,False
frandsen2006a,Det AEldste Ribe. Udgravninger på nordsiden af Ribe Å 1984-2000. Bind 1.2. Højbjerg: Jysk Arkaeologisk Selskab,2006,F2,article,Frandsen Lene B.,,0.833,3,0,False
haarnagel1941,Die Grabung auf der Wurt Hessens und ihr vorläufiges Ergebnis,1941,F2,article,Haarnagel W.,,0.833,1,0,False
haarnagel1963,Die Niedersächsische Landesstelle für Marschen und Wurtenforschung in Wilhelmshafen,1963,F2,article,Haarnagel W.,,0.917,1,0,False
hamerow2007,Intensification of Agrarian Production in Mid-Saxon England,2007,F2,incollection,Hamerow Helena,,0.917,1,0,False
hamerow2011,Anglo-Saxon Timber Buildings and Their Social Context,2011,F2,book,Hamerow Helena,,0.778,2,0,False
harris1975,The Stratigraphic Sequence: A Question of Time,1975,F2,article,Harris Edward C.,10.1080/00438243.1975.9979624,1.0,1,0,False
helle2006,Norsk byhistorie. Urbanisering gjennom 1300 år,2006,F2,incollection,Helle Knut,,0.917,2,0,False
herrmann1978,Ralswiek auf Rügen-ein handelsplatz des 9,1978,F2,article,Herrmann J.,,0.833,1,0,False
herrmann1982,Grundlagen und Regionen von Frühstadt und Handel in Ost-und Nordwesteuropa,1982,F2,incollection,Herrmann J.,,0.917,3,0,False
herschend2009,The Early Iron Age in south Scandinavia: social order in settlement and landscape (Occasional Papers in Archaeology 46),2009,F2,article,Herschend F.,,0.667,12,0,False
hines1994,"The becoming of the English: identity, material culture and language in early Anglo-Saxon England",1994,F2,article,Hines John,,0.833,2,0,False
hodges1988,Primitive and Peasant Markets,1988,F2,book,Hodges Richard,,0.889,1,0,False
hodges1996,Dream Cities. Emporia and the End of the Dark Ages,1996,F2,incollection,Hodges Richard,,0.917,1,0,False
jagodzinski1991,The Early Medieval Craft and Commercial Centre at Janow Pomorski near Elblag on the South Baltic Coast,1991,F2,article,Jagodzinski Marek F,,0.917,2,0,False
jankuhn1971,Typen und Funktionen vorund frühwikingerzeitlicher Handelsplätze im Ostseegebiet,1971,F2,article,Jankuhn Herbert,,0.75,1,0,False
jankuhn1985,The Interdisciplinary Approach to the Study of the Early History of Medieval Towns,1985,F2,incollection,Jankuhn Herbert,,0.917,1,0,False
kuzmin2000,"Ladoga, Le Premier Centre Proto-Urbain Russe",2000,F2,incollection,Kuz'min S.,,0.917,3,0,False
lucas2001,Critical Approaches to Fieldwork : Contemporary and Historical Archaeological Practice,2001,F2,book,Lucas Gavin,,0.889,2,0,False
lundstrom1981,De kommo vida… Vikingars hamn vid Paviken på Gotland,1981,F2,incollection,Lundström P.,,0.667,1,0,False
malcolm2003,Middle Saxon London: Excavations at the Royal Opera House 1989-99,2003,F2,article,Malcolm G.,,0.583,1,0,False
milek2007,Soils and Sediments in the Settlement and Harbour at Kaupang,2007,F2,incollection,Milek KAREN B.,10.2307/jj.35529264.18,0.75,7,0,False
olsen1975,Vi. Kulturhistorisk Leksikon for Nordisk Middelalder fra vikingetid til reformasjonstid,1975,F2,article,Olsen O. ;.,,0.833,3,0,False
reynolds1977,An Introduction to the History of English Mediaeval Towns,1977,F2,book,Reynolds S.,,0.889,3,0,False
sedov1985,Srednevekovaja Ladoga: Novye Archeologicheskie Otkrytija I Issledovanija,1985,F2,book,Sedov V. V.,,0.778,1,0,False
siegmuller2010,Die Ausgrabungen auf der frühmittelalterlichen Wurt Hessens in Wilhelmshaven. Siedlungs-und Wirtschaftsweise in der Marsch. Studien zur Landschafts-und Siedlungsgeschichte im südlichen Nordseegebiet,2010,F2,book,Siegmüller A.,,0.889,2,0,False
stanislawski2011,Budownictwo wczesnośredniowiecznego wolina-próba reinterpretacji,2011,F2,article,Stanisławski Błażej,,0.917,1,0,False
steuer1980,"Untersuchungen zu Handel und Verkehr der vor-und frühgeschichtlichen Zeit in Mittel-und Nordeuropa, IV: Der Handel der Karolinger-und Wikingerzeit. Bericht über die Kolloquien der Kommission für die Altertumskunde Mittel-und Nordeuropas in den Jahren",1980,F2,book,Steuer H. Jahnkuhn/W. Schlesinger/H.,,0.889,1,0,False
steuer2007,"Urban Settlement. Part 2: Central, Northern, Eastern and Southern Europe",2007,F2,incollection,Steuer H. Jahnkuhn/W. Schlesinger/H.,,0.778,4,0,False
stiff2001,Typology and Trade: A Study of the Vessel Glass from Wics and Emporia in Northwest Europe,2001,F2,incollection,Stiff M.,,0.917,1,0,False
sovso2010,Ribes huse,2010,F2,incollection,Søvsø Morten,,0.833,2,0,False
ufkes2011,Een archeologische opgraving in de vroegmiddeleeuwse ringwalburg van,2011,F2,book,Ufkes A.,,0.667,1,0,False
urbanczyk1994,"The Origins of Towns on the Outskirts of Medieval Europe-Poland, Norway and Ireland",1994,F2,article,Urbańczyk Przemyslaw,,0.833,1,0,False
urbanczyk2007,What Was 'Kaupang in Skiringssal,2007,F2,incollection,Urbańczyk Przemyslaw,,0.833,1,0,False
vanes2009,"Excavations at Dorestad 3. Hoogstraat 0, II-IV",2009,F2,article,Van Es W. A.,,0.75,1,0,False
bredsdorff1973,Kortlaegning og Historiske Studier: Et Vaerktøj? Udarbejdet for Kunstakademiets Arkitektskoles Institut for By-og Landskabsplanlaegning,1973,F2,book,Bredsdorff P.,,0.889,1,0,False
mauritsen2015,Rapport for Terraenanalyse af Lokal Højdemodel Optaget vha. af Drone + SfM ved Borgring. Unpublished report by the Borgring Project,2015,F2,book,Mauritsen E. S.,,0.667,1,0,False
rasmussen2000,Voldsteder på Køgeegnen. Køge Museum. Årbog for Køge Museum,2000,F2,book,Rasmussen U. F.,,0.667,1,0,False
tornbjerg1989,Jernalderbebyggelser ved Køge,1989,F2,article,Tornbjerg Svend,,0.75,1,0,False
cluttonbrock1984,Animals and Archaeology: Early Herders and Their Flocks,1984,F2,book,Clutton-Brock J.,,0.667,1,0,False
adamsen2009,"Sorte Muld, Wealth, Power and Religion at an Iron Age Central Settlement on Bornholm",2009,F2,book,Adamsen Christan,,0.889,3,0,False
adriansen2003,Nationale symboler i det danske rige,2003,F2,article,Adriansen I.,,0.667,1,0,False
andersen2010,Langskip og handelsskip i vikingatid -om forskjellen mellom vikingskipene,2010,F2,article,Andersen Michael ;,,0.889,4,0,False
asingh2001,Før landskabets erindring slukkes. status og fremtid for dansk arkaeologi,2001,F2,book,Asingh P.,,0.889,2,0,False
axboe2010,Finder en mand sølv eller guldda skal kongen have det,2010,F2,incollection,Axboe M.,,0.917,1,0,False
bjornskov2011,På sporet af den skandinaviske tillid,2011,F2,incollection,Bjørnskov Christian,,0.917,1,0,False
voncarnapbornheim2012,En sjaelden arabisk mønt fra Hedeby,2012,F2,incollection,Von Carnap-Bornheim Claus,,0.917,2,0,False
christiansen2008,Detektorfund Og Bebyggelse,2008,F2,article,Christiansen T. T.,,0.75,2,0,False
fabech1999,"Organising the Landscape: A Matter of Production, Power, and Religion",1999,F2,incollection,Fabech Charlotte,,0.917,9,0,False
fabech1995,"Om erverv, spesialisering og bosetning i Norden i 1. årtusen e.Kr. Beretning fra 2. nordiske jernaldersymposium på Granavolden Gjaestgiveri 7-10 mai 1992. Universitetets Oldsaksamling, Varia 30",1995,F2,incollection,Fabech Charlotte,,0.778,6,0,False
fischer1983,Den har fanden skabt. Skalk,1983,F2,article,Fischer Christian,,0.833,2,0,False
garrison2009,What's My Incentive? A New Approach to Investigating Reporting Portable Antiquity Finds in North West Europe and Beyond,2009,F2,book,Garrison C.,,0.667,1,0,False
gregory1984,Metal-Detecting in Archaeological Excavation,1984,F2,article,Gregory T.,10.1017/s0003598x00056258,1.0,1,0,False
hansen2012,Hvem samler de for? Eksempler på laegmaends bidrag til Odense Bys Museers oldsagssamling,2012,F2,article,Hansen Jesper,,0.75,1,0,False
hardh1999,"Näbbibulan -ett vendeltida vardagsspänne. Hårdh, B. (red.). Fynden i centrum. Keramik, glas och metal från Uppåkra. Uppåkrastudier 2. Acta Archaeologica Lundensia, series in octavo 30",1999,F2,article,Hårdh Birgitta,,0.833,5,0,False
hardh2003,Fler fynd i centrum: Materialstudier i och kring Uppåkra,2003,F2,article,Hårdh Birgitta,,0.917,6,0,False
hedeager2001,"Asgard reconstructed? Gudme -A 'central place' in the North. I: Mayke de Jong, Frans Theuws and Carine van Rhijn",2001,F2,article,Hedeager Lotte,,1.0,12,0,False
henriksen2000,Detektorfundhvad skal vi med dem? dokumentation og registrering af bopladser med detektorfund fra jernalder og middelalder. skrifter fra odense bys museer 5,2000,F2,incollection,Henriksen Mogens,,0.889,3,0,False
henriksen2005,"Gold deposits in the Late Roman and Migration Period landscapea case study from the island of Funen (Fyn), Denmark",2005,F2,incollection,Henriksen Mogens,,0.917,2,0,False
henriksen2010,Gold Deposits in the Late Roman and Migration Period Landscape: A Case Study from the Island of Funen,2010,F2,book,Henriksen Mogens,,0.889,1,0,False
denmarkpoland2005,,2005,F2,misc,Denmark-Poland,,0.5,1,0,False
henriksen2011,Detektorarkaeologi. Et lille kig uden for Danmarks graenser,2011,F2,article,Henriksen Mogens,,0.917,3,0,False
horsnaes2002,Roman Bronze Coins from Barbaricum: Denmark as a Case Study,2002,F2,incollection,Horsnaes H. W.,,0.917,1,0,False
horsnaes2010,"Crossing Boundaries: An Analysis of Roman Coins in Danish Context, Stud",2010,F2,article,Horsnaes H. W.,,1.0,3,0,False
iversen1993,Digging Into the Past: 25 Years of Archaeology in Denmark,1993,F2,book,Iversen M.,,0.889,2,0,False
jensen1992,Fyn med omliggende øer. dansk komité for byhistorie,1992,F2,article,Jensen S. F.,,0.833,2,0,False
jorgensen2001,"En tabt fortid eller beskyt- tet kulturarv -de truede bebyggelsesspor fra jernalder og vikingetid, 500 f",2001,F2,misc,Jørgensen Lise Bender,,0.75,3,0,False
kristiansen1981,A Social History of Danish Archaeology (1805-1975),1981,F2,incollection,Kristiansen Karsten,,0.917,1,0,False
makeler2003,Einzel-und Depotfunde von Münzen in den skandinavischen Zentralplätzen der Eisenzeit,2003,F2,book,Mäkeler H.,,0.778,1,0,False
moesgaard2009,Harald Blåtands 'Jellingemønter' cirka 975-985,2009,F2,article,Moesgaard Jens Christian,,0.833,2,0,False
museumsloven2006,Bekendtgørelse af museumsloven (LBK nr 1505 af 14/12,2006,F2,book,Museumsloven,,0.667,1,0,False
nielsen2012,Løve på afveje,2012,F2,article,Nielsen Bjarne,,0.917,1,0,False
nielsen1993,Digging Into the Past: 25 Years of Archaeology in Denmark. Højbjerg/ København: Jysk Arkaeologisk Selskab/ Det Kgl,1993,F2,book,Nielsen K Høilund,,0.778,1,0,False
olsen2009,Om de arkaeologiske undersøgelser på slagmarken ved nyborg,2009,F2,incollection,Olsen Jesper,,0.917,2,0,False
paulsson1999,"Metalldetektering och Uppåkra. Att förhålla sig till ett detektormaterial. I: B. Hårdh (red.), Fynden i centrum. Keramik, glas och metall från Uppåkra",1999,F2,article,Paulsson J.,,0.833,2,0,False
petersen1991,Nye Fund Af Metalsager Fra Yngre Germansk Jernalder,1991,F2,incollection,Petersen Peter Vang,,0.917,4,0,False
rasmussen2007,Bereiste gjenstander. håndtering av utenlandske kulturgjenstander i norge: en undersøkelse i lys av schøyensaken,2007,F2,book,Rasmussen L.,,0.667,2,0,False
sorensen1991,Håkon den gode og guderne. nogle bemaerkninger om religion og centralmagt i det tiende århundrede -og om religionshistorie og kildekritik,1991,F2,incollection,Sørensen P Meulengracht,,0.917,5,0,False
eds1998,Centrala platsercentrala frågor: samhällsstrukturen under järnålderen. uppåkrastudier 1,1998,F2,book,,,0.667,1,0,False
thrane1991,Gudme -A Focus of Archaeological Research 1833-1987,1991,F2,incollection,Thrane Henrik,,0.917,1,0,False
thomas2012,Carolingian culture in the North Sea world: rethinking the cultural dynamics of personal adornment in Viking Age England,2012,F2,article,Thomas Gabor,10.1179/1461957112Y.0000000018,1.0,5,0,False
ulriksen1994,"Danish Sites and Settlements with a Maritime Context, AD 200-1200",1994,F2,article,Ulriksen Jens,10.1017/s0003598x00047487,1.0,1,0,False
ulst2012,The Role of Community Archaeology in Heritage Protection: Responsible Metal Detecting as a Tool for Enhancing the Protection of Archaeological Heritage,2012,F2,book,Ulst I.,,0.667,1,0,False
ames2012,Comment on: Anarchism and the Archaeology of Anarchic Societies. Resistance to Centralization in the Coast Salish Region of the Pacific Northwest Coast,2012,F2,article,Ames K. M.,,0.833,1,0,False
angelbeck2012,Anarchism and the Archaeology of Anarchic Societies. Resistance to Centralization in the Coast Salish Region of the Pacific Northwest Coast,2012,F2,article,Angelbeck B.,,0.833,1,0,False
bican1992,"Vikingetid i danmark. tekster skrevet til jørgen poulsen i anledning af den eksperimentelle og formidlende arkaeologi, som vikingelandsbyen i albertslund har praktiseret og udviklet fra",1992,F2,book,Bican J. F.,,0.778,1,0,False
brink1998,"Land, bygd, distrikt och centralort i sydsverige: nâgra bebyggelsehistoriska nedslag",1998,F2,incollection,Brink Stefan ;,,0.917,3,0,False
callmer1995,"Hantverksproduktion, samhällsförändringar och bebyggelse",1995,F2,article,Callmer J.,,0.889,1,0,False
carballo2016,"Cooperation, Collective Action, and the Archeology of Large-Scale Societies",2016,F2,article,Carballo David M.,10.1002/evan.21506,1.0,1,0,False
carlsson1989,Harbours and Trading Places on Gotland AD 600-1000,1989,F2,incollection,Carlsson Dan,,0.917,3,0,False
christaller1933,Die Zentralen Orte in Süddeutschland: eine ökonomisch-geographische Untersuchung über die Gesetzmässigkeit der Verbreitung und Entwicklung der Siedlungen mit städtischen Funktionend,1933,F2,incollection,Christaller W.,,0.833,4,0,False
christensen2014,Centralpladsrelevante stednavne og centrale pladser på fyn -nye fund og mulige strukturer,2014,F2,incollection,Christensen Lisbeth Eilersgaard,,0.917,2,0,False
crumley1976,Toward a Locational Definition of State Systems of Settlement,1976,F2,article,Crumley Carole,10.1525/aa.1976.78.1.02a00050,1.0,1,0,False
dam2015,Bebyggelser og stednavnetyper. København,2015,F2,book,Dam P.,,0.667,1,0,False
earle2015,Political Economy in Prehistory. A Marxist Approach to Pacific Sequences,2015,F2,article,Earle Timothy K.,,0.833,2,0,False
